0,-0.001104,0.032
0,-0.003352,0.064
0,0.000287,0.096
0,0.011905,0.128
0,0.028073,0.16
0,0.044613,0.192
0,0.061181,0.224
0,0.077717,0.256
0,0.094217,0.288
0,0.110686,0.32
0,0.127131,0.352
0,0.143555,0.384
0,0.159964,0.416
0,0.17636,0.448
0,0.192747,0.48
0,0.209126,0.512
0,0.225498,0.544
0,0.241866,0.576
0,0.25823,0.608
0,0.27459,0.64
0,0.290948,0.672
0,0.307305,0.704
0,0.323659,0.736
0,0.340013,0.768
0,0.356365,0.8
0.000001,0.372717,0.832
0.000001,0.389068,0.864
0.000001,0.405419,0.896
0.000001,0.421769,0.928
0.000001,0.438119,0.96
0.000001,0.454469,0.992
0.000001,0.470818,1.024
0.000002,0.487168,1.056
0.000002,0.503517,1.088
0.000002,0.519866,1.12
0.000002,0.536215,1.152
0.000002,0.552564,1.184
0.000002,0.568913,1.216
0.000003,0.585262,1.248
0.000003,0.601611,1.28
0.000003,0.61796,1.312
0.000003,0.634309,1.344
0.000003,0.650658,1.376
0.000004,0.667007,1.408
0.000004,0.683356,1.44
0.000004,0.699704,1.472
0.000004,0.716053,1.504
0.000005,0.732402,1.536
0.000005,0.748751,1.568
0.000005,0.7651,1.6
0.000006,0.781448,1.632
0.000006,0.797797,1.664
0.000006,0.814146,1.696
0.000006,0.830495,1.728
0.000007,0.846844,1.76
0.000007,0.863192,1.792
0.000007,0.879541,1.824
0.000008,0.89589,1.856
0.000008,0.912239,1.888
0.000008,0.928588,1.92
0.000009,0.944936,1.952
0.000009,0.961285,1.984
0.00001,0.977634,2.016
0.00001,0.993983,2.048
0.00001,1.010332,2.08
0.000011,1.02668,2.112
0.000011,1.043029,2.144
0.000012,1.059378,2.176
0.000012,1.075727,2.208
0.000012,1.092076,2.24
0.000013,1.108424,2.272
0.000013,1.124773,2.304
0.000014,1.141122,2.336
0.000014,1.157471,2.368
0.000015,1.17382,2.4
0.000015,1.190168,2.432
0.000016,1.206517,2.464
0.000016,1.222866,2.496
0.000017,1.239215,2.528
0.000017,1.255564,2.56
0.000018,1.271912,2.592
0.000018,1.288261,2.624
0.000019,1.30461,2.656
0.000019,1.320959,2.688
0.00002,1.337308,2.72
0.000021,1.353656,2.752
0.000021,1.370005,2.784
0.000022,1.386354,2.816
0.000022,1.402703,2.848
0.000023,1.419052,2.88
0.000023,1.4354,2.912
0.000024,1.451749,2.944
0.000025,1.468098,2.976
0.000025,1.484447,3.008
0.000026,1.500796,3.04
0.000027,1.517144,3.072
0.000027,1.533493,3.104
0.000028,1.549842,3.136
0.000028,1.566191,3.168
0.000029,1.58254,3.2
0.00003,1.598888,3.232
0.00003,1.615237,3.264
0.000031,1.631586,3.296
0.000032,1.647935,3.328
0.000033,1.664284,3.36
0.000033,1.680632,3.392
0.000034,1.696981,3.424
0.000035,1.71333,3.456
0.000035,1.729679,3.488
0.000036,1.746028,3.52
0.000037,1.762376,3.552
0.000038,1.778725,3.584
0.000038,1.795074,3.616
0.000039,1.811423,3.648
0.00004,1.827772,3.68
0.000041,1.84412,3.712
0.000042,1.860469,3.744
0.000042,1.876818,3.776
0.000043,1.893167,3.808
0.000044,1.909516,3.84
0.000045,1.925864,3.872
0.000046,1.942213,3.904
0.000047,1.958562,3.936
0.000047,1.964585,3.968
0.000047,1.969475,4
0.000175,1.973489,4.032
0.000419,1.976544,4.064
0.000692,1.978684,4.096
0.000952,1.979941,4.128
0.001103,1.980345,4.16
0.001031,1.979918,4.192
0.000644,1.978676,4.224
-0.000154,1.976623,4.256
-0.001465,1.973759,4.288
-0.003406,1.970077,4.32
-0.006096,1.965546,4.352
-0.009693,1.960156,4.384
-0.011034,1.954693,4.416
-0.010964,1.95434,4.448
-0.010895,1.954506,4.48
-0.010835,1.954662,4.512
-0.01062,1.954944,4.544
-0.010386,1.955208,4.576
-0.010258,1.955354,4.608
-0.010396,1.955319,4.64
-0.01057,1.955265,4.672
-0.010759,1.955209,4.704
-0.010959,1.955156,4.736
-0.011168,1.955107,4.768
-0.011383,1.955066,4.8
-0.011605,1.955034,4.832
-0.011832,1.955011,4.864
-0.012065,1.954997,4.896
-0.012301,1.954994,4.928
-0.012539,1.955003,4.96
-0.01278,1.955015,4.992
-0.013022,1.955027,5.024
-0.013264,1.955039,5.056
-0.013228,1.955138,5.088
-0.008113,1.953902,5.12
0.002147,1.952624,5.152
0.017567,1.951372,5.184
0.033994,1.950133,5.216
0.050523,1.948897,5.248
0.067033,1.947666,5.28
0.083506,1.94644,5.312
0.099944,1.945217,5.344
0.116353,1.943994,5.376
0.132739,1.942772,5.408
0.149108,1.941548,5.44
0.165462,1.940323,5.472
0.181804,1.939095,5.504
0.198138,1.937865,5.536
0.214465,1.936634,5.568
0.230786,1.9354,5.6
0.247103,1.934165,5.632
0.263417,1.932929,5.664
0.279727,1.931693,5.696
0.296036,1.930457,5.728
0.312343,1.929221,5.76
0.328648,1.927986,5.792
0.344953,1.926751,5.824
0.361257,1.925516,5.856
0.37756,1.924281,5.888
0.393862,1.923047,5.92
0.410164,1.921812,5.952
0.426466,1.920578,5.984
0.442768,1.919344,6.016
0.459069,1.91811,6.048
0.47537,1.916876,6.08
0.491671,1.915642,6.112
0.507972,1.914408,6.144
0.524273,1.913174,6.176
0.540574,1.91194,6.208
0.556875,1.910706,6.24
0.573176,1.909473,6.272
0.589477,1.908239,6.304
0.605777,1.907005,6.336
0.622078,1.905771,6.368
0.638379,1.904538,6.4
0.654679,1.903304,6.432
0.67098,1.90207,6.464
0.687281,1.900837,6.496
0.703581,1.899603,6.528
0.719882,1.898369,6.56
0.736183,1.897136,6.592
0.752483,1.895902,6.624
0.768784,1.894668,6.656
0.785085,1.893435,6.688
0.801385,1.892201,6.72
0.817686,1.890968,6.752
0.833986,1.889734,6.784
0.850287,1.888501,6.816
0.866588,1.887267,6.848
0.882888,1.886034,6.88
0.899189,1.8848,6.912
0.91549,1.883567,6.944
0.93179,1.882333,6.976
0.948091,1.8811,7.008
0.964392,1.879867,7.04
0.980692,1.878633,7.072
