1,2,0,0,2090,4180,-2508,0,0,-2090,-2090,18810,0,0,-2090,-4180,2508,0,0,2090,2090,-18810,0,60,R,R,R
1,2,0,0,2090,4180,-2508,0,0,-2090,-2090,18810,0,0,-2090,-4180,2508,0,0,2090,2090,-18810,0,60,R,R,R
1,2,0,0,2090,4180,-2508,0,0,-2090,-2090,18810,0,0,-2090,-4180,2508,0,0,2090,2090,-18810,0,60,R,R,R
1,2,0,0,2090,4180,-2508,0,0,-2090,-2090,18810,0,0,-2090,-4180,2508,0,0,2090,2090,-18810,0,60,R,R,R
1,2,0,0,2090,4180,-2508,0,0,-2090,-2090,18810,0,0,-2090,-4180,2508,0,0,2090,2090,-18810,0,60,R,R,R
1,2,0,0,2090,4180,-2508,0,0,-2090,-2090,18810,0,0,-2090,-4180,2508,0,0,2090,2090,-18810,1,60,R,R,R
1,2,0,0,2090,4180,-2508,0,0,-2090,-2090,18810,0,0,-2090,-4180,2508,0,0,2090,2090,-18810,1,60,R,R,R
1,2,0,0,2090,4180,-2508,0,0,-2090,-2090,18810,0,0,-2090,-4180,2508,0,0,2090,2090,-18810,1,60,R,R,R
1,2,0,0,2090,4180,-2508,0,0,-2090,-2090,18810,0,0,-2090,-4180,2508,0,0,2090,2090,-18810,2,60,R,R,R
1,2,0,0,2090,4180,-2508,0,0,-2090,-2090,18810,0,0,-2090,-4180,2508,0,0,2090,2090,-18810,2,60,R,R,R
1,2,0,0,2090,4180,-2508,0,0,-2090,-2090,18810,0,0,-2090,-4180,2508,0,0,2090,2090,-18810,3,60,R,R,R
1,2,0,0,2090,4180,-2508,0,0,-2090,-2090,18810,0,0,-2090,-4180,2508,0,0,2090,2090,-18810,3,60,R,R,R
1,2,0,0,2090,4180,-2508,0,0,-2090,-2090,18810,0,0,-2090,-4180,2508,0,0,2090,2090,-18810,4,60,R,R,R
1,2,0,0,2090,4180,-2508,0,0,-2090,-2090,18810,0,0,-2090,-4180,2508,0,0,2090,2090,-18810,4,60,R,R,R
1,2,0,0,2090,4180,-2508,0,0,-2090,-2090,18810,0,0,-2090,-4180,2508,0,0,2090,2090,-18810,5,60,R,R,R
1,2,0,0,2090,4180,-2508,0,0,-2090,-2090,18810,0,0,-2090,-4180,2508,0,0,2090,2090,-18810,6,60,R,R,R
1,2,0,0,2090,4180,-2508,0,0,-2090,-2090,18810,0,0,-2090,-4180,2508,0,0,2090,2090,-18810,7,60,R,R,R
1,2,0,0,2090,4180,-2508,0,0,-2090,-2090,18810,0,0,-2090,-4180,2508,0,0,2090,2090,-18810,8,60,R,R,R
