1,2,-2,-3,4178,8357,-4598,-3,18807,-2091,-2090,5222,-2,-3,-4180,-8360,4595,0,-18811,2087,2087,-5228,3,60,R,R,R
1,2,-2,-3,4178,8357,-4598,-3,18807,-2091,-2090,5222,-2,-3,-4180,-8360,4594,0,-18811,2087,2087,-5228,3,60,R,R,R
1,2,-2,-3,4178,8357,-4598,-3,18807,-2091,-2090,5222,-2,-3,-4180,-8360,4595,0,-18811,2087,2087,-5228,3,60,R,R,R
1,2,-2,-3,4178,8357,-4598,-3,18807,-2091,-2090,5222,-2,-3,-4180,-8360,4595,0,-18811,2087,2087,-5228,3,60,R,R,R
1,2,-2,-3,4178,8357,-4598,-3,18805,-2091,-2090,5222,-2,-3,-4180,-8360,4596,0,-18813,2087,2087,-5228,3,60,R,R,R
1,2,-2,-3,4178,8357,-4598,-3,18800,-2091,-2090,5222,-2,-3,-4180,-8360,4596,0,-18818,2087,2087,-5228,3,60,R,R,R
1,2,-2,-3,4178,8357,-4598,-3,18792,-2091,-2090,5222,-2,-3,-4180,-8360,4595,0,-18826,2087,2087,-5228,3,60,R,R,R
1,2,-2,-2,4178,8357,-4598,-2,18782,-2091,-2090,5222,-2,-2,-4180,-8360,4595,0,-18836,2087,2087,-5228,3,60,R,R,R
1,2,-2,-1,4178,8357,-4598,-1,18772,-2091,-2090,5222,-2,-1,-4180,-8360,4595,0,-18847,2087,2087,-5228,3,60,R,R,R
1,2,-2,0,4178,8357,-4598,-1,18761,-2091,-2090,5222,-2,-1,-4180,-8360,4595,0,-18858,2087,2087,-5228,3,60,R,R,R
1,2,-2,0,4178,8357,-4598,0,18750,-2091,-2090,5222,-2,0,-4180,-8360,4595,1,-18869,2087,2087,-5228,3,60,R,R,R
1,2,-2,0,4178,8357,-4598,1,18738,-2091,-2090,5222,-2,1,-4180,-8360,4595,2,-18879,2087,2087,-5228,3,60,R,R,R
1,2,-2,1,4178,8357,-4598,2,18727,-2091,-2090,5222,-2,2,-4180,-8360,4595,3,-18891,2087,2087,-5228,3,60,R,R,R
1,2,-2,1,4178,8357,-4598,3,18716,-2091,-2090,5222,-2,2,-4180,-8360,4595,3,-18902,2087,2087,-5228,3,60,R,R,R
1,2,-2,2,4178,8357,-4598,4,18704,-2091,-2090,5222,-2,4,-4180,-8360,4595,4,-18912,2087,2087,-5228,3,60,R,R,R
